hash,time,message,buggy
88d14e5,2011-04-23T07:27:51,add missing include,0.0
2319686.0,2011-04-23T14:08:31,Turn down the analytic Jacobian tolerances so they don't fail on single-precision tests,0.0
a563f62,2011-04-23T15:54:58,Fix for bug in weighted sensitivity solve code when assemble_before_solve was turned off,1.0
f1ed15d,2011-04-23T17:03:32,Fix example 28 for 1D,1.0
44cc4a7,2011-04-23T17:34:47,Work with separate libMesh namespace,0.0
402b556,2011-04-23T19:46:18,Fixes for separate libMesh namespace,1.0
5c6b12d,2011-04-23T23:42:31,Fix a comment typo  mistake,1.0
2a17eac,2011-04-23T23:54:47,More robust assertion code,0.0
e564398,2011-04-23T23:55:21,Let's verify that set_node_processor_ids worked,0.0
e5d3a0d,2011-04-24T00:36:24,Add missing initializer,0.0
69cd4aa,2011-04-24T02:20:19,Fix for the previous ParallelMesh::all_first_order fix.  plot_error and ex26 seem to be working with ParallelMesh now.,1.0
b53114c,2011-04-24T02:37:10,Disable blas/lapack use in non-double-precision cases  I'm seeing memory corruption when using this with triple-precision and threading.,0.0
6965656.0,2011-04-24T04:46:25,Fix error message formatting,1.0
4db9134,2011-04-24T05:01:28,The safe perturbation size we can take depends on floating point tolerance.  Of course it depends on solution scaling too  but nothing we can do about that outside user code...,0.0
88b9490,2011-04-24T05:02:10,Tweak the ex26/ex27 tolerances so that the numerical jacobians aren't too far off in single-precision mode,0.0
92442d5,2011-04-24T15:03:59,"Another ""32 bit floats suck"" change  ex27 now passes in single precision too.",0.0
bd2a83f,2011-04-24T15:05:34,In fact  let's just give users an example of turning off jacobian verification instead.,0.0
88dda4e,2011-04-25T14:30:20,Updated publications list for April 2011.,0.0
9bd4f9c,2011-04-25T15:15:59,change in RBSystem  do not read store_non_dirichlet_operators in from input file.,0.0
cca0522,2011-04-25T17:19:55,Adding gitignore to libmesh.,0.0
7837dce,2011-04-25T20:03:58,Adding (untested!) quadruple-precision support.,0.0
17df42a,2011-04-27T02:01:31,short circuit vector_mult for empty matrix,0.0
0c524e3,2011-04-27T16:34:05,add more functions to stub spin_mutex,0.0
70e7f51,2011-04-27T16:37:30,Optimize away transcendental (or even repeated plain arithmetic) FLOPs in PatchRecoveryErrorEstimator,0.0
3636cb8,2011-04-27T21:20:14,Fix status message grammar,0.0
bafaff0,2011-04-28T00:09:06,nemesis mesh output working,0.0
6fb6661,2011-04-28T00:09:25,working nemesis output,0.0
43f0c9e,2011-04-28T00:09:34,nemesis mesh output working,0.0
8d07b78,2011-04-28T00:09:43,remove some debugging print statements,0.0
2a164ae,2011-04-28T00:09:51,don't serialize mesh for parallel output formats,0.0
08c7f2d,2011-04-28T00:10:00,fix nemesis filename padding,1.0
220c0a4,2011-04-28T00:10:17,Fixed swapped meaning of global_elem_blk_ids and global_elem_blk_cnts.  Removing unused variable warnings.,1.0
acf29ae,2011-04-28T00:10:30,Write zero size blocks if certain partitions don't have any elements in them on a given processor.,0.0
1f29efb,2011-04-28T00:10:44,Refactoring: Moved sideset writing code to its own function.,0.0
b711017,2011-04-28T03:41:47,make nemesis output solutions,0.0
8225486.0,2011-04-28T14:43:39,1.) tecio.a support for latest OSX 2.) extended user-provided object support to the nonlinear system and solver interface.  this required creating abstract base classes inside the NonlinearImplicitSystem which the user can derive from to implement residual and jacobian computation.  additionally  the NonlinearSolver was extended to include pointers to user-provided objects of these types.,0.0
c295a9b,2011-04-28T22:53:39,Print error messages to std:err and give more descriptive error message when opening a file fails.,0.0
782a229,2011-04-29T01:37:00,Fix for --disable-exodus/nemesis,1.0
a43f131,2011-04-29T19:22:30,Support string<->enum conversion for NODEELEM,0.0
af6b234,2011-04-29T19:47:30,Added exodus files to git ignore list.,0.0
07f643e,2011-04-30T04:00:34,Patch from Vikram Garg: Create (and have ImplicitSystem use) LinearSolver::adjoint_solve Override PetscLinearSolver::adjoint_solve to use KSPSolveTranspose Add option to reuse preconditioners Test this option in ex26,1.0
059bbd3,2011-05-02T20:00:13,Call write_timestep only on processor 0 for exodusII,0.0
990ea13,2011-05-02T21:35:10,"Made all conversions take an additional argument for the inverse node map.  For all elements except hex27  the ""inverse"" node map is identical to the forward node map.",0.0
7bf51e6,2011-05-02T22:07:49,Ex4 5 11 13 14 15 18 19 22 25 28 now write out .e files instead of .exd,0.0
2ae531f,2011-05-03T14:28:49,Patch from Boyce Griffith to enable more flexible FE reinit options,1.0
363502e,2011-05-03T15:45:35,Fixes for segfault  possible caching bug,1.0
7065b6d,2011-05-03T16:42:51,Slightly more legible fix for caching,1.0
2cbd66d,2011-05-03T17:12:14,Fixes for FEXYZ,1.0
b1b1baf,2011-05-03T23:14:36,Updated publications for May 2011.,0.0
c1e689a,2011-05-05T13:21:34,Bugfix from Boyce Griffith for caching on new edge_reinit,1.0
f2bb451,2011-05-05T17:36:33,New patch (of elements) reuse option to PatchRecoveryErrorEstimator  based on a patch (of software) from Vikram Garg.  Turning this on by default since it's much faster and still gives decent results in our tests.,1.0
4e68bbf,2011-05-05T17:39:53,Set svn:ignore,0.0
c601baa,2011-05-05T18:54:20,"Added new utility header and (empty) source file for the ""hashword"" implementation by Bob Jenkins.",0.0
65cf99b,2011-05-05T20:15:22,Make patch_reuse a runtime option in example 26,1.0
c13619e,2011-05-05T20:16:06,Removing some debugging chatter,0.0
8376a56,2011-05-05T22:24:21,Avoid unused variables warning,0.0
2201a45,2011-05-09T16:15:27,Adding an Elem::print_info() method for debugging,0.0
2462db8,2011-05-09T16:18:26,Let's not forget to print element ids...,0.0
63c6f16,2011-05-09T16:19:13,Print lots of element info whenever we get an inverse map convergence failure  and even when we just see an anomously large Newton step,0.0
4472bd1,2011-05-09T17:45:48,Fix get_info/print_info for non-infinite elements,1.0
be8370c,2011-05-09T18:08:10,Removing redundant copy,0.0
99e9477,2011-05-09T18:21:24,Fix for non-on/off QoI weights,1.0
e155b60,2011-05-09T18:22:54,Add setter function for QoISet  more complete citation of idea,0.0
5898d5c,2011-05-09T18:38:37,Make our getter const  now that we've got a separate setter.,0.0
530771f,2011-05-09T18:39:03,Bug fixes for QoISet example,1.0
5d0342f,2011-05-09T19:27:29,Remove redundant extra error estimate at the end of the adaptive loop  we can put this back when we have an AdjointRefinement or something equally good to demonstrate instead.,0.0
6267c27,2011-05-09T19:47:56,It's apparently possible for Newton to step well outside the master element but then come back in and converge properly.  So let's not die or scream unless we have a real divergence.,0.0
3a8454a,2011-05-09T20:22:17,Restoring old qoi_set() setter API for compatibility,0.0
704dc1e,2011-05-10T18:45:14,Move print_trace() to a terminate_handler - that way it happens for all uncaught exceptions  not just libMesh errors.,0.0
