hash,time,message,buggy
a4a97de,2015-04-08 10:45:49,A few GLE fixes,0
357d451,2015-04-08 10:46:50,Merge branch 'master' of github.com:lammps/lammps,0
0229556,2015-07-03 15:43:29,Merge branch 'master' of github.com:lammps/lammps,0
9b7a0d7,2016-09-05 14:43:57,Update gitignore for the new USER-DPD source files.,0
8ed3f42,2016-09-05 15:05:23,USER-DPD: move custom binning stuff to a NBinSSA child class. Removes most SSA specific fields from class NeighList.,0
82c6eb4,2016-09-05 16:06:43,USER-DPD: Set missing NP_HALF flag in npair_half_bin_newton_ssa.h,0
c9c2ae6,2016-09-07 13:42:58,new neighbor list changes,0
81fcbcd,2016-09-07 16:06:38,USER-DPD: move nstencil_ssa out of core LAMMPS into USER-DPD,0
4553881,2016-09-09 13:11:55,Merge pull request #28 from timattox/new-neighbor,0
2f02d98,2016-09-09 13:53:07,remove USER-DPD files that should not be where they are,0
40f85c9,2016-09-09 14:10:42,corrected mismatched free() vs. delete[],0
212c261,2016-09-09 14:56:23,delete a couple more files  that don't belong into src/,0
32c2409,2016-09-09 15:17:42,USER-DPD: remove several files from src that came from src/USER-DPD/ These were accidentally added to git in c9c2ae6.,0
3842aa6,2016-09-09 15:23:40,forward skip lists /omp neighbor list builds to non-omp implementations,0
d22caf2,2016-09-09 15:28:56,Merge pull request #29 from timattox/new-neighbor,0
232abf8,2016-09-09 15:42:14,restore locale and enforce grep option squashing,0
ebabc8f,2016-09-09 15:46:20,Merge remote-tracking branch 'lammps-rw/integration' into update-neighbor,0
3b408d7,2016-09-29 10:53:40,Version 20 Sep 2016,0
27c3149,2016-09-29 10:54:59,Version 21 Sep 2016,0
473b12d,2016-09-29 10:55:10,Version 26 Sep 2016,0
d8bf149,2016-09-29 10:55:18,Version 28 Sep 2016,0
2551619,2016-09-29 10:55:26,Version 29 Sep 2016,0
5eb9dd0,2016-09-29 23:14:28,Merge branch 'master' into new-neighbor,0
be4734b,2016-09-30 11:57:15,Version 30 Sep 2016,0
114926a,2016-10-02 00:26:56,Merge branch 'master' into new-neighbor,0
d80a9de,2016-10-05 18:49:08,Version 5 Oct 2016,0
13b6eb1,2016-10-06 19:12:58,Version 6 Oct 2016,0
8540a9f,2016-10-11 17:10:24,Version 11 Oct 2016,0
fa984b2,2016-10-13 19:56:33,Version 13 Oct 2016,0
13ce103,2016-10-18 15:46:56,Version 18 Oct 2016,0
d2da0fa,2016-10-19 15:29:13,Version 20 Oct 2016,0
21619f6,2016-10-19 19:02:08,Recommitting reverted change,0
6929603,2016-10-25 14:15:34,Added KOKKOS vashishta,0
d7c77a4,2016-10-25 14:36:18,Enable write_data for dihedral_fourier,0
f350500,2016-10-25 14:43:12,Enable write_data,0
7f3f5e8,2016-10-25 14:46:44,Clean whitespace,0
039bda9,2016-10-25 15:02:00,Added updated vashishta for KOKKOS support,0
e8b3f79,2016-10-25 23:04:03,fully tested multi-element compatible short neighbor list for Stillinger-Weber,0
399c0af,2016-10-25 23:46:25,consistent short neighbor list for vashishta and vashishta/table,0
0a417b4,2016-10-26 07:06:38,add short neighbor list support to pair style tersoff,0
3267b34,2016-10-26 09:29:27,simplify short neighbor list implementation. remove unneeded class member,0
8e61bed,2016-10-26 09:51:52,add USER-OMP variant of manybody short neighbor list,0
ef9f7c8,2016-10-26 10:14:08,fix off-by-one bug in buffer re-allocator,0
f028a9a,2016-10-26 15:04:18,region cylinder is compatible with open_faces[2]  so do not disallow it.,0
35753b8,2016-10-26 15:53:02,add error location propagation to force->bounds() and force->boundsbig(),0
f9a9e27,2016-10-26 16:01:40,add error location propagation to atom->set_mass() and atom->check_mass(),0
c3a1e72,2016-10-27 11:40:36,Version 27 Oct 2016,0
7a45c72,2016-10-27 18:31:06,Allow extended Lagrangian on non-scalar collective variables,0
3870780,2016-10-28 10:43:05,Merge branch 'master' into kokkos-vashishta,0
4216be4,2016-10-28 10:46:33,Merge branch 'master' into collected-small-fixes,0
93d393a,2016-10-28 10:48:35,permission cleanup in tools folder,0
218e121,2016-10-28 11:11:28,Merge branch 'master' into bounds-error-with-code-line,0
c4b86a2,2016-10-28 11:12:21,Merge branch 'master' into manybody-short-neighbor-list,0
e37d2b5,2016-10-29 22:20:37,Calculating short neighbor lists,0
51e2313,2016-10-29 22:35:29,Using short neighbor lists,0
f333d65,2016-10-29 22:54:43,Using short neighborlists in neigh full,0
2e0d304,2016-11-01 11:36:11,remove word repetitions for 'a',0
7fdd6e2,2016-11-01 11:40:07,remove work repetitions for 'the',0
e81ae21,2016-11-01 14:54:16,do not access uninitialized data for ewald/disp and pppm/disp,0
782a328,2016-11-01 14:55:13,avoid memory leaks when using kspace solvers for lennard-jones,0
e13e403,2016-11-01 16:48:00,avoid memory leak in pppm/disp/omp,0
c8f4b55,2016-11-01 16:48:30,avoid uninitialized data for using ewald/disp with lj only,0
5d787f7,2016-11-01 21:39:12,avoid tiny memory leak  when the restart command is specified multiple times,0
b156771,2016-11-02 17:09:32,build short neighbor list for sw on based on ij parameters only,0
639fb6f,2016-11-02 17:20:56,use local variables for more efficient force accumulation,0
33140e5,2016-11-02 22:16:53,accumulate forces in temporary local variables for tersoff,0
02510ec,2016-11-02 22:32:30,add temporary force accumulation to local variables for vashishta styles,0
7d23a07,2016-11-04 00:42:23,add thorough checking for valid arguments to -partition or -p,0
f48b71f,2016-11-04 10:56:04,added examples/threebody  fix reaxc/speceies/kk,0
8214555,2016-11-04 10:57:20,Merge pull request #244 from ketankhare/patch-2,0
60908ee,2016-11-04 10:57:43,Merge pull request #246 from akohlmey/manybody-short-neighbor-list,0
32e0a58,2016-11-04 10:58:14,Merge pull request #247 from akohlmey/bounds-error-with-code-line,0
f013139,2016-11-04 10:58:42,Merge pull request #248 from akohlmey/collected-small-fixes,0
7cff08c,2016-11-04 10:58:55,Merge pull request #249 from lammps/unstable,0
77bbf03,2016-11-04 10:59:06,Merge pull request #252 from akohlmey/preinstalled-vs-scm,0
6cc4eb1,2016-11-04 12:20:17,"remove the misleading ""(which it is by default)"" from several doc files",0
3a3d96b,2016-11-04 18:18:40,info styles also prints out pair styles,0
b221b15,2016-11-07 15:50:18,NULLing ptrs in comm_brick and dump*.cpp,0
f8226e8,2016-11-07 15:56:47,NULL ptrs in dump_custom and dump_image,0
45f2e86,2016-11-07 16:07:37,NULLed ptrs in files,0
cd65d44,2016-11-07 16:15:39,Initialize pointers in ASPHERE,0
06959a9,2016-11-07 16:21:08,Initialized pointers in BODY,0
e7a2c6b,2016-11-07 16:26:16,Initialize pointers in CORESHELL,0
c5869bd,2016-11-07 16:33:50,Initialize pointers in GRANULAR,0
a5c6104,2016-11-07 16:54:59,Initialize pointers in KSPACE,0
30dede8,2016-11-07 17:02:32,Initialize pointers in MANYBODY and MC,0
9b910d5,2016-11-07 17:07:40,make name of the actual executable (i.e. arg[0]) accessible,0
21694ca,2016-11-07 17:10:12,improve help and it through a pager  when screen == stdout,0
1ff75ea,2016-11-07 17:15:48,Initialized pointers in MISC and MOLECULE,0
db05242,2016-11-07 19:58:27,Initializing pointers in PERI  QEQ and REPLICA,0
7cd7cda,2016-11-07 20:22:04,Initialize pointers in RIGID and SHOCK,0
fb3ac9a,2016-11-07 20:30:38,Initialize pointers in SNAP and SRD,0
616420c,2016-11-07 20:51:36,Initializing pointers in USER-DIFFRACTION and USER-DPD,0
054ab6b,2016-11-07 21:07:10,Initializing pointers in USER-OMP,0
667f4df,2016-11-07 21:46:22,pair style born/coul/dsf added with its coreshell version,0
31204aa,2016-11-08 08:57:51,sync with SVN,0
a23b287,2016-11-08 09:05:50,sync with SVN for creation of stable release,0
25e7d07,2016-11-08 16:51:54,documentation added for born/coul/dsf and born/coul/dsf/cs styles,0
cdb5d47,2016-11-08 18:24:54,add FLERR argument to force->bounds() in born/coul/dsf,0
9de1a2a,2016-11-08 18:27:44,added input using born/coul/dsf/cs to examples/coreshell,0
d20b320,2016-11-08 18:57:27,Building correct shortlists and removed rsq test in force loops,0
2c80132,2016-11-09 11:46:10,fixed links in Section_intro.txt,0
16a02ef,2016-11-09 11:47:21,Merge pull request #254 from andeplane/IP_root,0
f9eb2a9,2016-11-09 11:50:11,Merge pull request #255 from andeplane/IP_ASPHERE,0
c81a723,2016-11-09 11:50:23,Merge pull request #256 from andeplane/IP_BODY,0
ef6801f,2016-11-09 11:50:31,Merge pull request #257 from andeplane/IP_CORESHELL,0
2d132ca,2016-11-09 11:50:41,Merge pull request #258 from andeplane/IP_GRANULAR,0
5e2b9d8,2016-11-09 11:50:50,Merge pull request #259 from andeplane/IP_KSPACE,0
59922f8,2016-11-09 11:51:01,Merge pull request #260 from andeplane/IP_MANYBODY_MC,0
cf3ab51,2016-11-09 11:51:09,Merge pull request #261 from andeplane/IP_MISC_MOLECULE,0
3f71bfb,2016-11-09 11:51:25,Merge pull request #262 from andeplane/IP_PERI_QEQ_REPLICA,0
176f2c3,2016-11-09 11:51:36,Merge pull request #263 from andeplane/IP_RIGID_SHOCK,0
51b3b5f,2016-11-09 11:51:44,Merge pull request #264 from andeplane/IP_SNAP_SRD,0
ae00666,2016-11-09 11:51:53,Merge pull request #265 from andeplane/IP_DIFF_DPD,0
0cc2fbf,2016-11-09 11:52:05,Merge pull request #266 from andeplane/IP_USER_OMP,0
eef862e,2016-11-09 11:53:43,Merge pull request #267 from akohlmey/pager-help,0
bfea3dc,2016-11-09 11:57:09,Merge pull request #268 from arielzn/born_dsf,0
71ee2ec,2016-11-09 14:52:39,integrate pair style tersoff/mod/c contributed by Ganga P Purja Pun (GMU),0
c55fd50,2016-11-09 15:04:24,correct typo in formula,0
9ed5c4f,2016-11-09 15:15:10,Merge branch 'master' into kokkos-vashishta,0
9806da6,2016-11-09 15:47:50,Stan bug fixes for fix reaxc/bonds/kk,0
3e36ec3,2016-11-09 16:17:46,remove unused class member,0
3d3a99c,2016-11-09 16:50:34,added missing potential for tersoff/mod/c,0
fec87c0,2016-11-09 16:53:39,simplify compiling USER-INTEL package  by defaulting to -DLAMMPS_MEMALIGN=64 in case it is not set,0
1f38e1a,2016-11-09 18:18:05,Merge branch 'master' into doc-updates,0
95a7f71,2016-11-10 09:26:52,Initialize pointers in POEMS,0
