hash,time,message,buggy
ed9e162,2016-02-15T21:18:29,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14626 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
507bde5,2016-02-15T21:19:55,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14627 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
7512821.0,2016-02-15T21:20:17,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14628 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
952671a,2016-02-15T22:27:20,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14629 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
490b26e,2016-02-15T22:27:37,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14630 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
21136ae,2016-02-15T22:27:57,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14631 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
52ca641,2016-02-15T22:34:20,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14632 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
53b3a4a,2016-02-15T22:35:06,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14633 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
9b32dcb,2016-02-15T22:46:05,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14634 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
ae788f1,2016-02-15T22:47:22,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14635 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
d242d3b,2016-02-15T22:59:20,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14636 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
1abf6d0,2016-02-15T23:15:24,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14638 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
3311380.0,2016-02-15T23:16:16,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14639 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
4095268.0,2016-02-16T01:06:20,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14642 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
319762c,2016-02-16T01:06:35,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14643 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
abe869a,2016-02-16T01:07:46,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14644 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
f5e8f73,2016-02-16T15:05:17,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14645 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
9d6dbdb,2016-02-16T15:05:34,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14646 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
7b98025,2016-02-16T15:06:24,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14647 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
1a1b81c,2016-02-16T21:52:49,Fixing Kokkos bug,0.0
2ad2326,2016-02-16T23:13:28,Fixing Kokkos bug,0.0
e4f7383,2016-02-17T00:18:28,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14650 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
eee65e3,2016-02-17T00:18:50,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14651 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
a437317,2016-02-17T00:19:10,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14652 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
718c87f,2016-02-17T15:40:36,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14653 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
b7e4a33,2016-02-17T15:54:00,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14654 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
e4ea9c0,2016-02-17T15:56:48,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14655 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
5c78508,2016-02-18T22:31:49,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14656 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
08b53bb,2016-02-18T22:31:59,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14657 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
f705ef5,2016-02-18T22:32:24,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14658 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
00fc71e,2016-02-22T17:10:07,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14659 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
d2d5b0c,2016-02-22T21:57:32,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14660 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
dc0dc5a,2016-02-22T22:13:26,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14661 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
8291f5e,2016-02-22T23:00:43,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14662 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
f406a5e,2016-02-22T23:00:59,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14663 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
577af87,2016-02-22T23:14:55,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14664 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
c200e18,2016-02-22T23:18:57,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14665 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
a7b8569,2016-02-22T23:27:00,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14666 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
43158000.0,2016-02-22T23:27:56,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14667 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
e0361bb,2016-02-22T23:30:32,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14669 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
4ddd88d,2016-02-22T23:30:51,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14670 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
a4e33d3,2016-02-23T23:22:40,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14672 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
98b34b6,2016-02-23T23:25:07,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14673 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
dbd2599,2016-02-24T15:27:19,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14675 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
b5e95a0,2016-02-24T18:53:37,Fixing USER-CUDA compile error,0.0
737c083,2016-02-25T23:12:38,Enabled triclinic cells,0.0
2ce3dac,2016-02-25T23:30:00,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14679 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
37810ba,2016-02-25T23:57:59,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14680 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
4351bad,2016-02-25T23:58:54,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14681 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
2a15772,2016-02-26T15:49:30,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14683 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
19ca625,2016-02-26T15:53:21,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14684 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
b6e19b7,2016-02-26T15:55:15,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14685 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
ea62766,2016-02-26T15:55:30,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14686 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
4f50ad2,2016-02-26T15:56:01,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14687 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
fe00daa,2016-02-26T16:04:09,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14688 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
12d18e2,2016-02-26T16:09:00,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14689 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
94d8894,2016-02-26T23:39:53,Added exclusion delete function and bounds check for coord2bin,0.0
adbca81,2016-02-27T00:43:50,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14691 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
855e8ec,2016-02-29T15:36:36,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14692 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
b2e792d,2016-02-29T22:10:07,fixed problem with exclusion,0.0
bb0e8a1,2016-03-01T00:39:43,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14694 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
23ab6d4,2016-03-01T16:55:50,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14695 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
d1a65e5,2016-03-01T18:22:28,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14696 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
7642bc1,2016-03-01T18:41:30,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14697 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
0bf6575,2016-03-01T20:35:24,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14698 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
ee19043,2016-03-01T20:38:26,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14699 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
d064640,2016-03-01T20:39:34,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14700 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
756480b,2016-03-01T20:39:41,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14701 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
6e2893c,2016-03-01T20:40:08,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14702 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
20beacc,2016-03-01T20:40:25,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14703 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
a3b0234,2016-03-01T20:41:58,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14704 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
45d25c6,2016-03-01T20:42:04,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14705 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
800c546,2016-03-01T20:45:12,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14706 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
2921500000000.0,2016-03-01T20:45:31,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14707 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
9dec6db,2016-03-01T20:45:46,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14708 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
9d64c50,2016-03-01T20:47:13,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14709 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
1145d82,2016-03-01T20:47:30,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14710 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
c67331a,2016-03-01T22:30:28,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14711 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
dd73c4c,2016-03-01T22:38:04,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14712 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
223defd,2016-03-01T22:49:42,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14713 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
9e22165,2016-03-01T22:52:13,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14714 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
ef273d3,2016-03-01T22:56:00,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14715 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
