hash,time,message,buggy
f784f07,2016-07-26T15:28:31,Set up branch with load balancing code from master,0.0
fc6270e,2016-07-29T16:35:03,Docs for load balance changes,0.0
85f5862,2016-07-29T16:39:17,Comments,0.0
66b4c9b,2016-08-01T18:58:52,implement modified version of balance and fix balance according to steve's suggestions and requirements,0.0
b8ae885,2016-08-01T18:59:37,update documentation according to the modified implementation based on iain bethune's contributed code,0.0
cc77679,2016-08-02T01:17:53,implement wall clock based load balancing cost function support,0.0
db734c3,2016-08-02T01:24:00,disable debug output and include bond cost as well,0.0
85cafde,2016-08-02T06:41:30,whitespace cleanup,0.0
7d08d99,2016-08-02T06:42:30,improve c++-11 compliance. replace variable size stack allocation.,0.0
f76f2c8,2016-08-02T07:32:44,minor tweaks and comment fixes,0.0
0b0db20,2016-08-02T08:09:39,make it so that dynamic load balancing only uses the timing since the last balancing,0.0
3cf6715,2016-08-02T16:53:12,be a bit more paranoid about initializing data structures,0.0
eb273ab,2016-08-02T16:54:03,fix elusive uninitialized data bug reported by valgrind,1.0
a5d38c0,2016-08-02T23:19:26,prototype implementation for extensible imbalance scheme,0.0
34b34d8,2016-08-03T13:43:39,complete implementation for group based imbalance class,0.0
23a4891,2016-08-03T18:34:24,re-factored balance command now works with group and time weights,0.0
4114baf,2016-08-04T02:02:34,proof-of-concept implementation for neighbor list based balancing with yet unsolved problems,0.0
8d38db0,2016-08-04T08:03:38,convert weight array from class member to local pointer to temporary storage,0.0
b20108b,2016-08-04T08:04:21,incorporate refactored weighting into fix balance,0.0
332d682,2016-08-04T08:18:55,remove unused class member,0.0
2574891.0,2016-08-04T08:28:40,fix optional argument scanning bug,1.0
c6699e1,2016-08-06T13:21:32,rewrote balancing to use per-atom data stored via fix property/atom,0.0
bb40f63,2016-08-06T14:39:09,we cannot add a fix while creating a fix. move fix addintion to Fix::init(),1.0
460bc14,2016-08-06T14:40:24,correct string hanlding with building custom property label,0.0
4a536d7,2016-08-06T14:40:58,simplify and correct logic to pass weight to balancer algorithms,0.0
ecc136b,2016-08-06T15:11:30,plug small memory leak,1.0
b954283,2016-08-06T15:47:01,properly handle the case of neighbor lists never been computed before,0.0
7e0dc7a,2016-08-06T19:30:17,whitespace cleanup,0.0
7f20afe,2016-08-06T19:31:09,convert from using fix property/atom to using fix store,1.0
0902b60,2016-08-06T22:48:59,add new imbalance module store  which allows to store weights in an atom property,0.0
33a98d7,2016-08-06T22:49:23,remove upper limit for weigh factor on neighbor list and time weights,0.0
fec59ee,2016-08-06T23:31:42,update documentation for refactored load-balancing,0.0
17c1d3a,2016-08-08T14:55:58,Fix typo,0.0
1976314.0,2016-08-10T20:52:49,improve the weight assignment algorithm for compute time based balancing,0.0
8492212.0,2016-08-13T01:58:37,fix bug found by coverity scan,1.0
40fd97b,2016-08-13T01:59:27,silence warnings about cases  that cannot happen,0.0
243137d,2016-08-22T15:23:16,undo obsoleted changes to group command by iain bethune,0.0
74b1caf,2016-08-22T15:46:01,undo changes that belong to a different branch or are redundant,0.0
89fc866,2016-08-23T15:45:00,Fixing bug on Macs,1.0
d007fac,2016-08-23T16:07:26,Fixing Kokkos output for number of OpenMP threads,1.0
7bf1d9b,2016-08-23T22:17:44,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15489 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
7646321.0,2016-08-23T22:21:04,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15490 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
1e1f68c,2016-08-23T22:41:41,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15491 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
662335d,2016-08-23T22:44:48,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15492 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
647ffab,2016-08-23T22:45:54,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15493 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
a411023,2016-08-24T20:25:54,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15495 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
29d04c1,2016-08-24T20:31:41,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15496 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
e96ac8e,2016-08-25T16:55:30,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15497 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
bfb01b8,2016-08-25T16:59:45,Fixing compiler warning,1.0
67958a8,2016-08-25T17:03:56,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15499 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
484e726,2016-08-25T17:15:22,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15500 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
b2470fd,2016-08-25T17:19:46,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15501 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
3366136.0,2016-08-26T15:43:13,Fixing Kokkos memory issue,1.0
cc4b2dd,2016-08-26T15:50:25,Changing default,0.0
8a7fecb,2016-08-26T16:32:11,Cleaning up code,0.0
56628fe,2016-08-26T18:17:16,Adding Kokkos warning,0.0
5348c1c,2016-08-26T18:37:44,Adding Kokkos warning,0.0
646d5bb,2016-08-26T20:03:55,Added check for undefined hbonds,0.0
90e6032,2016-08-27T22:18:45,new fix flow/gauss command,1.0
18d05e0,2016-08-27T22:37:35,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15509 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
5714890.0,2016-08-27T22:40:11,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15510 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
4f49acf,2016-08-27T22:40:37,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15511 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
0ec1040,2016-08-27T22:41:05,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15513 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
fc4e631,2016-08-27T22:41:46,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15514 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
57b24b5,2016-08-27T23:07:03,updated USER-MANIFOLD doc pages,0.0
a62bae7,2016-08-27T23:07:38,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15517 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
236241b,2016-08-27T23:09:15,sync with Git,0.0
2993aec,2016-08-29T22:52:03,sync with Git,0.0
958000000000.0,2016-08-29T23:49:20,sync with Git,0.0
dbaaf4d,2016-08-30T17:52:49,Removing aggressive_vectorization flag due to safety issue,0.0
ba444a4,2016-08-30T19:33:56,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15522 f3b2605a-c512-4ea7-a41b-209d697bcdaa,0.0
76acb8c,2016-08-30T23:18:07,Fixing Kokkos memory issue,1.0
10edfa2,2016-08-31T06:42:00,Merge branch 'integration' into weighted-balancing,0.0
