hash,time,message,buggy
149f37e,2017-01-26T19:08:59,Corrected reference to Fig.1,0.0
ed0a347,2017-01-30T10:31:50,Merge branch 'master' into user-cgdna,0.0
0efd209,2017-02-09T11:50:03,Merge branch 'master' into user-cgdna,0.0
458b674,2017-02-22T20:03:41,Corrected comment in 3' to 5' directionality check.,0.0
3626496.0,2017-02-22T20:06:49,Corrected comment in 3' to 5' directionality check,0.0
4cfe623,2017-03-10T21:30:03,Correct a typo in the fix_halt.txt documentation.,0.0
27b1c33,2017-03-14T10:39:06,updated the NEMD discussion in the how-to documentation about flow/gauss,0.0
580f6b5,2017-03-14T10:44:31,Add neigh/qeq option to Kokkos,0.0
23b8287,2017-03-14T11:36:44,Updated documentation and simple setup tool,0.0
7a75cd1,2017-03-14T11:39:09,Minor updates in documentation and setup tool  merge before upgrade to oxDNA2,0.0
fdc390a,2017-03-14T14:08:14,Tweaking docs for Kokkos package,0.0
ec1778b,2017-03-15T11:10:04,add pair_zhou,0.0
c3ce374,2017-03-15T11:34:01,Added fix filter/corotate.,0.0
f9468f4,2017-03-15T13:10:58,Merge pull request #412 from timattox/master_typofix,0.0
4c77838,2017-03-15T13:11:26,Merge pull request #414 from sstrong99/flow-gauss-doc-addition,0.0
b1c5912,2017-03-15T13:12:08,Merge pull request #415 from stanmoore1/kk_qeq,0.0
3a2da51,2017-03-15T13:12:43,Merge pull request #413 from ohenrich/user-cgdna,0.0
0d8f74f,2017-03-15T18:54:41,Merge branch 'filter_corotate' of https://github.com/lukin17/lammps into pull-416,0.0
0262a54,2017-03-15T21:56:39,Fix Python 3 compatibility by encoding strings passed as c_char_p,1.0
a210867,2017-03-15T22:13:06,Fixes lammps_create_atoms library function and its Python interface variant,1.0
79cae51,2017-03-15T22:20:30,Document property 'uses_exceptions' of Python interface,0.0
29550d4,2017-03-15T22:31:14,Fix dump cfg in viz_atomeye.py example,1.0
eb29ef3,2017-03-15T22:43:00,Fix space/tab error in pizza/gl.py,1.0
36da922,2017-03-15T22:55:51,Fix dump cfg in vizplotgui_atomeye.py example,1.0
ef940d2,2017-03-16T01:38:05,Improve Python 3 compatibility of pizza tools and simplify read_snapshot code,0.0
cda8213,2017-03-16T01:41:28,Added Python matplotlib plot example,0.0
bdb7669,2017-03-16T09:44:07,Fixed coding style.,0.0
2f5e711,2017-03-16T10:00:12,Merge remote-tracking branch 'upstream/master' into filter_corotate,0.0
db0281b,2017-03-16T12:14:09,Merge branch 'filter_corotate' of https://github.com/lukin17/lammps into pull-416,0.0
1995f43,2017-03-16T14:24:28,fix some more code formatting issues  add newline at EOF,0.0
bed2883,2017-03-16T15:02:50,simplify and shorten examples for fix filter/corotate and combine into a single folder,0.0
f604f86,2017-03-16T15:08:17,add fix filter/corotate to some administrative files,1.0
070ce33,2017-03-16T18:35:04,improve memory usage reporting in info and output class,0.0
efb2a94,2017-03-16T21:51:14,Add utility to detect duplicate anchors in documentation files,0.0
f893104,2017-03-16T22:21:55,Add anchor_check to doc Makefile,0.0
1bb9c7d,2017-03-16T22:36:13,Remove some duplicate anchors in documentation,0.0
621d7d5,2017-03-16T23:05:03,Correct off-by-one error in line number reported,0.0
ac82d04,2017-03-16T23:12:49,ignore package pair style,0.0
411c069,2017-03-17T02:36:41,BUGFIX: Prevent possible deadlock in Irregular::create_atom and create_data,1.0
8e75616,2017-03-17T02:55:41,In irregular.cpp use simpler and slightly faster MPI_Reduce_scatter_block(),0.0
d31c591,2017-03-17T09:40:39,Remove unneeded restart_peratom flags,0.0
a91b851,2017-03-17T11:14:59,Merge pull request #416 from lukin17/filter_corotate,0.0
a936b7b,2017-03-17T11:16:58,Merge pull request #419 from rbberger/python_fixes,0.0
53a3877,2017-03-17T11:17:28,Merge pull request #420 from rbberger/doc_anchor_check,0.0
fcc3b3b,2017-03-17T11:18:08,Merge pull request #421 from akohlmey/memory-output,0.0
7ca5dce,2017-03-17T11:18:52,Merge pull request #423 from timattox/master_bugfix_irregular,0.0
9f35b76,2017-03-17T11:19:04,Merge pull request #424 from timattox/dpd_restart_fix,0.0
4a90bca,2017-03-17T11:29:23,patch 17Mar17,0.0
7fb741d,2017-03-17T11:35:59,"Revert ""In irregular.cpp use simpler and slightly faster MPI_Reduce_scatter_block()""",0.0
ae5ebf6,2017-03-17T11:40:09,add support for MPI_Request_free() to MPI STUBS library,0.0
5be32f5,2017-03-18T20:48:49,remove pair_zhou from Makefile.list,0.0
da81531,2017-03-18T20:54:12,move pair_zhou to USER-MISC and update USER-MISC/README,0.0
2ab77ca,2017-03-18T21:01:40,adapt to LAMMPS coding style,0.0
d04ea86,2017-03-18T21:21:25,add examples for pair_zhou,0.0
b6ecfb9,2017-03-18T21:22:02,deleted pair_zhou in main/src (moved to USER-MISC),0.0
52987a3,2017-03-18T22:32:39,Started writing pair_zhou.txt,0.0
d496c0f,2017-03-20T08:57:29,Merge pull request #426 from dstelter92/master,0.0
5b842f0,2017-03-20T09:15:48,Teff and exchange bugfix  as per Greg Dignon to match python examples,0.0
5c39dfd,2017-03-20T09:22:09,re-ran example with fixed exchanges,0.0
554531a,2017-03-20T13:51:36,update permissions,0.0
f0c6ed0,2017-03-20T16:24:38,remove xmovie,0.0
ecf1762,2017-03-20T16:25:06,more permission fixes,0.0
0a6b33c,2017-03-20T16:27:00,remove duplicate paragraph in nose-hoover fix docs,0.0
2218a9d,2017-03-20T16:32:04,emphasize that the online manual is following the latest development version,0.0
0d0c2b6,2017-03-20T16:32:16,correct stan's email address,0.0
3b44c3f,2017-03-20T16:55:14,remove non-ASCII characters from doc source files,0.0
03828b5,2017-03-20T16:57:32,adapt binary2txt.cpp source to current coding conventions,0.0
a42b0b7,2017-03-20T17:04:16,update colvars abf integrate tool from git repo,0.0
e110d69,2017-03-20T17:17:35,remove obsolete tools and files,0.0
47d6451,2017-03-20T17:18:24,fix compilation for pymol_asphere tool,0.0
82d952a,2017-03-20T17:26:19,mention NumPy dependency instead of Numeric for python tools,0.0
0c9cd11,2017-03-20T18:25:11,have the relevant LAMMPS version embedded into top part of the html manual,0.0
6482df6,2017-03-20T18:57:30,remove references to deleted tools. update/clarify section on restart2data,0.0
145e682,2017-03-21T08:18:21,Merge pull request #427 from akohlmey/small-updates-and-corrections,0.0
dcede30,2017-03-21T08:56:37,changes for next patch  2d disc options for spheres  fix external upgrade  bug fixes for fix ave/chunk for density calcs  Aidan doc page citation deconvolution,0.0
734e639,2017-03-21T14:12:00,correct typo reported on lammps-users,0.0
c5d561a,2017-03-22T12:00:32,pair_zhou docs: add equation  add link in section_commands and pairs,0.0
43f2725,2017-03-22T14:05:16,Merge branch 'add-pair-zhou' of https://github.com/tonnamb/lammps into pull-417,0.0
cb90596,2017-03-22T14:39:46,a few more small changes to integrate pair style zhou properly,0.0
3ec16f3,2017-03-22T14:40:30,fully integrate support for doc_anchor_check into docs makefile,0.0
1275970.0,2017-03-22T14:57:37,Cleanup of a few more references to obsoleted and removed tools like xmovie,0.0
a14d582,2017-03-22T15:00:57,correct inconsistent anchors,0.0
a79aef6,2017-03-22T15:00:57,correct inconsistent anchors,0.0
