hash,time,message,buggy
0cebefa,2015-09-07T20:44:27,Bumped version to 0.11.1-dev,0.0
6b64424,2015-09-08T09:43:24,Added docs link to README,0.0
f9cfb61,2015-09-08T10:14:44,Added small example to Readme,0.0
ef3fa23,2015-09-08T18:02:41,Use numpy with abreviation np consistently,0.0
48a4641,2015-09-08T19:45:24,Merge pull request #421 from kain88-de/numpy-to-np,0.0
c2dfd61,2015-09-08T20:23:27,Fix 'from numpy import ...',1.0
c12ec88,2015-09-09T17:48:07,use links through mdanalysis.org,0.0
e99650e,2015-09-09T21:23:55,Use current branch to build docs,0.0
5261390.0,2015-09-09T21:24:34,Activate sphinx.ext.napoleon for numpy-style docs,0.0
de7b4e1,2015-09-09T22:29:22,Add failing test to read PDB trajectory,0.0
6bf440e,2015-09-09T22:33:05,Fix missing occupancy in PrimitivePDBReader,1.0
1bb22bd,2015-09-10T07:46:05,Default to occupancy=1 if not given in PDB,0.0
f4bbc95,2015-09-11T16:43:23,automatic develop doc deployment (#386),0.0
29d9e89,2015-09-11T16:59:17,README: updated doc badges,0.0
890c4ce,2015-09-11T18:27:51,Add occupancy information to Atom/AtomGroup,0.0
4bdfa3d,2015-09-11T19:11:57,Add test for occupancy field,0.0
b7a7a07,2015-09-11T19:24:53,Added frame seeking to XYZReader,0.0
f8bdc80,2015-09-11T19:45:03,Merge pull request #423 from kain88-de/docs,0.0
b7a549e,2015-09-11T19:46:24,Fixed Compressed test,1.0
734b259,2015-09-11T22:51:22,Use numpy style doc strings,0.0
6c94fc8,2015-09-11T22:57:53,Add changes to changelog,0.0
0a81b3f,2015-09-12T09:04:55,Merge pull request #430 from MDAnalysis/issue/386,0.0
f6a8bb0,2015-09-12T09:07:26,Merge pull request #425 from kain88-de/pdb-reading,0.0
8874af6,2015-09-12T09:38:46,Changed AtomGroup.occupancy to occupancies,0.0
4488c59,2015-09-12T10:05:42,Added set_occupancies,0.0
df0a40e,2015-09-12T10:26:30,Merge pull request #432 from MDAnalysis/extra-occupancy,0.0
af0ce22,2015-09-12T10:31:02,Merge branch 'develop' into feature-XYZimprovements,0.0
04b7a20,2015-09-12T11:35:03,Merge pull request #428 from MDAnalysis/feature-XYZimprovements,0.0
80bc2a2,2015-09-12T14:19:28,doc deployment: added travis build_ext step,0.0
007c859,2015-09-12T14:19:28,doc deployment: only run if first job,0.0
30a4c1d,2015-09-12T15:20:18,doc deployment: only fetch shallow doc branch for speed-up,0.0
c3f3a63,2015-09-12T17:20:20,Merge pull request #433 from MDAnalysis/issue/386,0.0
d4bc077,2015-09-13T17:47:02,Fixes #434: trying to write empty AtomGroup gives clear message.,1.0
9c7b927,2015-09-14T10:14:37,README: changed Google Group badges,0.0
04d0ec7,2015-09-14T11:31:47,Added change to changelog.,0.0
d4351b1,2015-09-14T23:39:16,Merge pull request #435 from dotsdl/issue-434,0.0
6ef55d9,2015-09-15T08:26:46,Removed _topology_coordinates_readers dict from coordinates,0.0
ef3f62e,2015-09-15T22:31:14,Merge pull request #436 from MDAnalysis/feature-topologycoordinates,0.0
5a2f6ba,2015-09-16T15:11:37,PSA updated: new metrics  Hausdorff/nearest neigh analysis and plotting  additional functions/features,0.0
bc13c02,2015-09-16T15:20:47,Fixed psa.py conflicts (numpy --> np),1.0
f1cecf5,2015-09-17T12:23:28,Added ability to slice Reader object using lists and arrays of integers (Issue #437),0.0
3bb5ec6,2015-09-17T15:20:57,Added enhancements to PSA in CHANGELOG,0.0
3af46b2,2015-09-17T15:21:44,Added new DIMS AdK trajectory to test data,0.0
a68bf3a,2015-09-17T15:26:46,Added DCD2 (DIMS AdK transition) to datafiles,0.0
8e55200,2015-09-18T07:36:31,Added more tests for Reading fancy indexing,0.0
4a5caf6,2015-09-18T15:14:22,Minor tweaks to nearest neighbor plotting method,0.0
3492ae6,2015-09-18T15:16:06,Added basic tests for PSA,0.0
8a23524,2015-09-18T17:22:55,"Revert ""Added DCD2 (DIMS AdK transition) to datafiles""",0.0
673fbeb,2015-09-18T17:58:22,PSA.HP/PSA.NN now properties  fixed NN plot method,0.0
e029273,2015-09-18T18:09:43,Added back DCD2 to datafiles,0.0
9cc3e4d,2015-09-18T18:23:22,Added seaborn to 'extras_require' in setup.py  try/except for seaborn imports in PSA plotting methods,0.0
c913236,2015-09-18T18:29:15,Updated CHANGELOG for PSA tests and new AdK DIMS DCD test file,0.0
e2b99d8,2015-09-18T18:38:23,PSA' now 'PSAnalysis' (less namespace confusion)  added import for psa.py in test_analysis.py,0.0
6583416.0,2015-09-18T18:41:10,Added note about PSA --> PSAnalysis in CHANGELOG,0.0
b0374da,2015-09-18T18:43:17,Instances of PSA --> PSAnalysis,0.0
2c3ad5a,2015-09-21T09:53:13,Made 'get_psa_pairs' a property,0.0
83b6d98,2015-09-21T10:47:58,Updated documentation for psa_pairs  nearest_neighbors  hausdorff_pairs properties in PSAnalysis,0.0
0ef949c,2015-09-21T11:00:04,psa_pairs  nearest_neighbors  hausdorff_pairs are properties whose corresponding instance variables (_psa_pairs  _NN  and _HP) are now removed from the API,0.0
2ae4ae6,2015-09-21T11:52:51,Added note directives to docs for getter methods (where analyses must be performed prior) in PSAnalysis,0.0
915c0fd,2015-09-21T16:39:33,Merge pull request #439 from MDAnalysis/feature-fancytrajindex,0.0
4a3f08c,2015-09-21T18:48:58,Merge pull request #442 from MDAnalysis/fix-coverage,0.0
58484f5,2015-09-21T19:06:06,Merge pull request #438 from sseyler/develop,0.0
e045b66,2015-09-21T23:30:50,Fixed converagerc for coverage 4.0,1.0
45c56be,2015-09-22T00:14:35,Added sseyler to CHANGELOG,0.0
