hash,time,message,buggy
1fc9243,2010-05-25T23:12:49,principleAxes fix and additional nucleic acid selections,1.0
9b802c7,2010-05-27T00:36:27,minor doc fixes,0.0
6756523.0,2010-05-27T00:36:38,provide assert_() in case numpy is <1.3 so that some of the tests pass,0.0
7480855.0,2010-05-27T00:36:49,Merge branch 'topic/examples',0.0
e7e20e4,2010-05-27T00:37:07,selection writer for VMD  PyMol  CHARMM  Gromacs working - use get_writer() to encapsulate the choosing of an appropriate writer   based on filename or default format (should be implemented similarly for   the single frame writers) and corresponding changes in AtomGroup class - write comments (or not  if commentfmt is None) - can write a preamble comment - use the selection writer for LeafletFinder instead of the simple   VMD writer,0.0
32679ee,2010-05-27T12:02:16,analysis: added native contacts analysis (from AdK/lib/python/AdK/contacts.py),0.0
787a5a7,2010-05-27T12:02:32,additional requirements (I thought this was added already but must have lost it),0.0
c2ef173,2010-05-27T12:02:57,asUniverse() convenience method added to unify input - useful for analysis input: either take a universe  a single   filename (PDB)  or a tuple (topology trajectory) and return   a universe - imported at top level (SUBJECT TO CHANGE!) - also more reST doc for AtomGroup,0.0
ceca351,2010-05-27T12:03:11,contacts analysis: working and added reST docs,0.0
ff38143,2010-05-27T12:03:24,reST docs for top __init__ & canonical licence blurb header,0.0
521e328,2010-05-27T15:18:50,changed minimum requirement to python 2.4 (Most of MDAnalysis probably still works on 2.3 but we have not tested it and there is also new code that uses with_statement  set  etc.),0.0
652fec1,2010-05-27T15:19:01,reST docs for top __init__ & canonical licence blurb header,0.0
8fa51e0,2010-06-16T14:56:46,GROParser added. GROReader to follow.,0.0
e24330f,2010-06-17T00:19:18,Issue #32: sort of fixed (check if a DCD has size 0 and raise IOError  instead of segfaulting,1.0
59e188c,2010-06-17T00:35:03,added testcase for Issue 32 (empty dcd segfault Universe),0.0
3f067a6,2010-06-17T17:30:41,moved SelectionError into top level,0.0
4aaeaae,2010-06-17T17:30:48,example scripts improvements and additions - added examples for simple and fancy rms fitting - added graph for the simple fitting - fixed: filename for g(r) example,0.0
d78b52d,2010-06-18T00:37:33,analysis module: added rms fitting (with optionally selection derived from a sequence alignment),0.0
aae6305,2010-06-18T00:37:39,Universe init -  commented out debugging messages when building topology - changed vanilla exceptions to either NotImplementedError or ValueError (until   we define better custom exceptions),0.0
fc2a737,2010-06-23T14:58:19,PSFParser to allow for EXT formatted PSF and selection updates to allow for nucleic acid xstal structure resname codes,0.0
22959c7,2010-06-23T20:26:24,fixed rms_fitting bug,1.0
a111720,2010-06-25T01:52:00,analysis contacts: dcd --> trajectory (although will break for XTC at the moment if no reference structures supplied),0.0
c3822a2,2010-06-25T01:52:07,trajectory reader improvements: slices - XTC/TRR reader can do simple slices by sequential iteration - moved some functionality from DCDReader into the base class TrjReader - added explicitly required methods to TrjReader (cf Trajectory API)   mostly with NotImplementedError - enabled reverse iteration for the DCDReader (but disabled for XTC/TRR   because it would require re-seeking every single frame from the beginning) - UnitTests for slices,0.0
3683440.0,2010-06-25T14:29:16,FIXED: trajectory IObase.convert_time_from_native() did the opposite,1.0
71c4b8c,2010-06-28T19:54:43,"unified parser/coordinate reader entry points - use a two-stage process to clean up the messy loading in Universe   1. determine file type with a ""guess_format()"" function (currently will      simply look at the file extension)   2. look up known file formats (in the sub-modules' top level there are      approriate dictionaries that connect format to the appropriate reader)   3. return the appropriate parser (get_parser_for()) or reader (get_reader_for())   4. load - add new formats to      topology._topology_parsers      coordinates._trajectory_reader - PDBParser: made the first failure for wrong extension more general  but we should not   really get there anymore because we use guess_format/get_parser_for - updated CHANGELOG",0.0
daa6a4e,2010-06-28T20:13:00,parser/coordinate entry points: FIXED: would not allow building of psf-only universe (but now issue a warning),0.0
87cd8dd,2010-06-29T10:18:40,FIXED Issue 33: principleAxes() return values are confusing - new principalAxes() method (correct name  too  as a bonus) that returns   the three eigenvectors directly and does not require unpacking - kept old method bu deprecated it,1.0
bb29716,2010-06-29T11:08:01,Added working GROReader and TestGROReader  and fixed Timestep.numatoms issue,0.0
309970.0,2010-06-29T19:12:10,additional tests for coordinate readers - more GRO tests  coordinates and distances fail at the moment because the GRO reader   does not convert units (TO BE FIXED) - more tests for PDB files - use GRO parser for the XTC and TRR tests instead of PDB (a bit faster and more native),0.0
